year,category,subcategory,indicator_id,indicator_name,source,value,source_url,unit,reference_period,frequency,period_type,status,geo_level,geo_name,definition,source_revision_date,notes
2023,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,114.09,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2023,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,114.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2023,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,118.18,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2023,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,117.66,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2023,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,116,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2023,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,108.54,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2023,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,107.43,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2023,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,122.92,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,123.03,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,119.91,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,114.92,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,128.81,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,124.01,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,118.98,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,116.66,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,123.07,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,123.56,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,129.2,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,117.85,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,118.21,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,122.25,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,121.61,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,119.62,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,110.19,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2024,Vivienda,Alquiler,indice_precio_alquiler,Índice precio alquiler,INE - IPVA tabla 59057,108.77,https://ine.es/jaxiT3/Tabla.htm?t=59057,índice base 2015=100,2024,Anual,media anual,oficial,País,España,"Índice de precios de vivienda en alquiler, total nacional.",2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.2,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.9,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.5,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.1,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.7,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.1,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.5,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.2,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2018,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2018,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.5,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.1,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.1,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.9,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.2,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.9,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.8,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.5,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2019,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.1,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2019,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,0.9,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,0.7,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.1,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,0.9,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,-0.2,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,0.2,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,0.9,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,0.7,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.1,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.5,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,0.9,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.2,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,0.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.1,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,0,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2020,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,0.7,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2020,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
