año;categoria;subcategoria;indicador_id;indicador;fuente_oficial;valor;url_verificable;unidad;periodo_referencia;frecuencia;tipo_periodo;estado_dato;geo_nivel;geo_nombre;definicion;fecha_revision_fuente;notas;lado;sector_sec;clasificacion;codigo;parent_codigo;nivel;vintage;metodologia;source_id;es_ajuste_vintage;es_corte_analitico
2024;Sector público;Gasto por función;fp_cofog_10_3;Supérstites;IGAE — Gasto público 2020-2024 (COFOG);35425;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;10.3;10;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_10_4;Familia e hijos;IGAE — Gasto público 2020-2024 (COFOG);15294;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;10.4;10;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_10_5;Desempleo;IGAE — Gasto público 2020-2024 (COFOG);24077;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;10.5;10;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_10_6;Vivienda;IGAE — Gasto público 2020-2024 (COFOG);657;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;10.6;10;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_10_7;Exclusión social n.c.o.p.;IGAE — Gasto público 2020-2024 (COFOG);10878;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG.;gasto;S.13;COFOG;10.7;10;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Gasto por función;fp_cofog_10_8_10_9;I+D y protección social n.c.o.p.;IGAE — Gasto público 2020-2024 (COFOG);2132;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Gasto público consolidado por finalidad COFOG.;2026-02-23;Nivel 2 COFOG. Agrupación de grupos pequeños/residuales para conciliación con el total de la división.;gasto;S.13;COFOG;10.8+10.9;10;2;COFOG 2024(P) · publicación 2026-02-23;SEC 2010 + COFOG;IGAE_COF_2024P;no;no
2024;Sector público;Pensiones;fp_pens;Pensiones (detalle analítico dentro de Protección social);IGAE — Gasto público 2020-2024 (COFOG);206130;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Corte analítico de pensiones publicado por IGAE dentro de Protección social.;2026-02-23;No es un grupo COFOG adicional: es un corte analítico que solapa varios grupos de Protección social.;gasto_detalle;S.13;IGAE_ANALITICO;PENS;10;tematico;COFOG 2024(P) · publicación 2026-02-23;Detalle de pensiones publicado en el informe COFOG;IGAE_COF_2024P;no;sí
2024;Sector público;Pensiones;fp_pens_contr;Pensiones contributivas de los Fondos de la Seguridad Social;IGAE — Gasto público 2020-2024 (COFOG);180826;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Corte analítico de pensiones publicado por IGAE dentro de Protección social.;2026-02-23;;gasto_detalle;S.13;IGAE_ANALITICO;PENS.CONTR;PENS;tematico_2;COFOG 2024(P) · publicación 2026-02-23;Detalle de pensiones publicado en el informe COFOG;IGAE_COF_2024P;no;sí
2024;Sector público;Pensiones;fp_pens_nocontr;Pensiones no contributivas de los Fondos de la Seguridad Social;IGAE — Gasto público 2020-2024 (COFOG);3229;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Corte analítico de pensiones publicado por IGAE dentro de Protección social.;2026-02-23;;gasto_detalle;S.13;IGAE_ANALITICO;PENS.NOCONTR;PENS;tematico_2;COFOG 2024(P) · publicación 2026-02-23;Detalle de pensiones publicado en el informe COFOG;IGAE_COF_2024P;no;sí
2024;Sector público;Pensiones;fp_pens_cp;Clases pasivas del Estado;IGAE — Gasto público 2020-2024 (COFOG);22075;https://www.igae.pap.hacienda.gob.es/sitios/igae/es-ES/Contabilidad/ContabilidadNacional/Publicaciones/Documents/AAPP_A/Funcional%202020-2024.pdf;millones de euros;2024;Anual;año natural;provisional_oficial_2024P;País;España;Corte analítico de pensiones publicado por IGAE dentro de Protección social.;2026-02-23;;gasto_detalle;S.13;IGAE_ANALITICO;PENS.CP;PENS;tematico_2;COFOG 2024(P) · publicación 2026-02-23;Detalle de pensiones publicado en el informe COFOG;IGAE_COF_2024P;no;sí
